series;frame_idx;beetle_idx;stage
seria_4;37;6;stage1
seria_4;39;14;stage1
seria_4;42;5;stage1
seria_4;43;5;stage1
seria_4;44;4;stage1
seria_4;45;7;stage1
seria_4;50;5;stage1
seria_4;51;8;stage1
seria_4;67;7;stage1
seria_4;69;11;stage1
seria_4;71;14;stage1
seria_4;114;10;stage1
seria_4;116;8;stage1
seria_4;117;10;stage1
seria_4;123;9;stage1
seria_4;183;7;stage1
seria_4;1;8;stage1
seria_4;19;11;stage1
seria_4;29;7;stage1
seria_4;30;10;stage1
seria_4;34;8;stage1
seria_4;35;6;stage1
seria_4;38;5;stage1
seria_4;41;7;stage1
seria_4;60;5;stage1
seria_4;61;6;stage1
seria_4;73;11;stage1
seria_4;74;10;stage1
seria_4;75;1;stage1
seria_4;77;1;stage1
seria_4;78;1;stage1
seria_4;102;7;stage1
seria_4;109;6;stage1
seria_4;111;8;stage1
seria_4;115;12;stage1
seria_4;118;12;stage1
seria_4;183;11;stage1
seria_4;5;13;stage1
seria_4;6;11;stage1
seria_4;9;13;stage1
seria_4;15;7;stage1
seria_4;30;2;stage1
seria_4;36;4;stage1
seria_4;124;12;stage1
seria_4;128;9;stage1
seria_4;134;12;stage1
seria_4;135;14;stage1
seria_4;161;1;stage1
seria_4;9;6;stage1
seria_4;24;1;stage1
seria_4;25;10;stage1
seria_4;26;9;stage1
seria_4;27;7;stage1
seria_4;38;13;stage1
seria_4;40;5;stage1
seria_4;49;7;stage1
seria_4;50;9;stage1
seria_4;59;1;stage1
seria_4;64;5;stage1
seria_4;69;7;stage1
seria_4;75;15;stage1
seria_4;82;5;stage1
seria_4;84;5;stage1
seria_4;85;5;stage1
seria_4;86;5;stage1
seria_4;87;5;stage1
seria_4;88;4;stage1
seria_4;103;3;stage1
seria_4;106;2;stage1
seria_4;106;5;stage1
seria_4;107;2;stage1
seria_4;108;2;stage1
seria_4;109;10;stage1
seria_4;110;3;stage1
seria_4;111;3;stage1
seria_4;112;3;stage1
seria_4;114;2;stage1
seria_4;116;1;stage1
seria_4;124;10;stage1
seria_4;132;10;stage1
seria_4;148;9;stage1
seria_4;8;10;stage1
seria_4;13;3;stage1
seria_4;18;10;stage1
seria_4;20;11;stage1
seria_4;24;10;stage1
seria_4;29;2;stage1
seria_4;29;5;stage1
seria_4;30;3;stage1
seria_4;31;2;stage1
seria_4;32;1;stage1
seria_4;33;4;stage1
seria_4;33;5;stage1
seria_4;35;1;stage1
seria_4;35;7;stage1
seria_4;35;9;stage1
seria_4;36;11;stage1
seria_4;40;11;stage1
seria_4;48;10;stage1
seria_4;53;13;stage1
seria_4;84;11;stage1
seria_4;85;15;stage1
seria_4;86;13;stage1
seria_4;87;16;stage1
seria_4;93;5;stage1
seria_4;116;7;stage1
seria_4;119;8;stage1
seria_4;123;8;stage1
seria_4;127;14;stage1
seria_4;130;11;stage1
seria_4;131;5;stage1
seria_4;131;9;stage1
seria_4;132;5;stage1
seria_4;133;3;stage1
seria_4;142;8;stage1
seria_4;145;8;stage1
seria_4;158;8;stage1
seria_4;160;9;stage1
seria_4;162;8;stage1
seria_4;163;11;stage1
seria_4;163;8;stage1
seria_4;164;14;stage1
seria_4;164;2;stage1
seria_4;8;4;stage1
seria_4;14;4;stage1
seria_4;15;4;stage1
seria_4;16;3;stage1
seria_4;16;4;stage1
seria_4;18;12;stage1
seria_4;23;12;stage1
seria_4;25;12;stage1
seria_4;28;11;stage1
seria_4;84;16;stage1
seria_4;126;15;stage1
seria_4;130;16;stage1
seria_4;151;9;stage1
seria_4;155;2;stage1
seria_4;162;15;stage1
seria_4;179;5;stage1
seria_4;83;9;stage1
seria_4;95;6;stage1
seria_4;109;17;stage1
seria_4;143;9;stage1
seria_4;1;10;stage1
seria_4;25;6;stage1
seria_4;28;9;stage1
seria_4;32;5;stage1
seria_4;34;9;stage1
seria_4;36;12;stage1
seria_4;47;7;stage1
seria_4;58;5;stage1
seria_4;66;6;stage1
seria_4;67;6;stage1
seria_4;81;9;stage1
seria_4;87;15;stage1
seria_4;88;15;stage1
seria_4;94;10;stage1
seria_4;95;16;stage1
seria_4;103;9;stage1
seria_4;106;12;stage1
seria_4;109;7;stage1
seria_4;117;8;stage1
seria_4;119;14;stage1
seria_4;121;9;stage1
seria_4;122;8;stage1
seria_4;124;6;stage1
seria_4;125;5;stage1
seria_4;126;6;stage1
seria_4;127;6;stage1
seria_4;128;6;stage1
seria_4;129;6;stage1
seria_4;130;8;stage1
seria_4;131;7;stage1
seria_4;132;7;stage1
seria_4;133;6;stage1
seria_4;134;6;stage1
seria_4;135;5;stage1
seria_4;136;5;stage1
seria_4;137;4;stage1
seria_4;138;6;stage1
seria_4;139;4;stage1
seria_4;140;5;stage1
seria_4;141;5;stage1
seria_4;142;6;stage1
seria_4;143;6;stage1
seria_4;144;5;stage1
seria_4;145;6;stage1
seria_4;146;4;stage1
seria_4;147;5;stage1
seria_4;148;4;stage1
seria_4;149;3;stage1
seria_4;150;4;stage1
seria_4;151;4;stage1
seria_4;152;4;stage1
seria_4;153;1;stage1
seria_4;153;6;stage1
seria_4;154;6;stage1
seria_4;155;1;stage1
seria_4;155;6;stage1
seria_4;156;6;stage1
seria_4;157;5;stage1
seria_4;158;5;stage1
seria_4;159;14;stage1
seria_4;159;5;stage1
seria_4;160;3;stage1
seria_4;161;3;stage1
seria_4;162;3;stage1
seria_4;163;4;stage1
seria_4;164;6;stage1
seria_4;165;8;stage1
seria_4;166;4;stage1
seria_4;167;6;stage1
seria_4;168;5;stage1
seria_4;169;1;stage1
seria_4;170;4;stage1
seria_4;1;7;stage1
seria_4;18;13;stage1
seria_4;21;1;stage1
seria_4;54;5;stage1
seria_4;65;1;stage1
seria_4;104;2;stage1
seria_4;114;16;stage1
seria_4;115;15;stage1
seria_4;117;3;stage1
seria_4;117;9;stage1
seria_4;121;13;stage1
seria_4;151;13;stage1
seria_4;156;11;stage1
seria_4;167;8;stage1
seria_4;168;9;stage1
seria_4;172;7;stage1
seria_4;173;6;stage1
seria_4;180;7;stage1
seria_4;1;3;stage1
seria_4;3;6;stage1
seria_4;4;6;stage1
seria_4;7;15;stage1
seria_4;9;8;stage1
seria_4;10;6;stage1
seria_4;13;2;stage1
seria_4;16;6;stage1
seria_4;19;8;stage1
seria_4;22;9;stage1
seria_4;23;11;stage1
seria_4;26;2;stage1
seria_4;28;5;stage1
seria_4;45;8;stage1
seria_4;46;1;stage1
seria_4;48;1;stage1
seria_4;55;14;stage1
seria_4;56;14;stage1
seria_4;64;19;stage1
seria_4;65;14;stage1
seria_4;66;14;stage1
seria_4;68;1;stage1
seria_4;98;14;stage1
seria_4;99;16;stage1
seria_4;101;11;stage1
seria_4;109;11;stage1
seria_4;109;12;stage1
seria_4;118;10;stage1
seria_4;170;9;stage1
seria_4;171;3;stage1
seria_4;171;9;stage1
seria_4;172;5;stage1
seria_4;185;13;stage1
seria_4;185;7;stage1
seria_4;11;6;stage1
seria_4;12;9;stage1
seria_4;13;14;stage1
seria_4;14;15;stage1
seria_4;15;9;stage1
seria_4;16;13;stage1
seria_4;25;4;stage1
seria_4;33;9;stage1
seria_4;37;8;stage1
seria_4;45;10;stage1
seria_4;63;11;stage1
seria_4;64;14;stage1
seria_4;81;7;stage1
seria_4;85;6;stage1
seria_4;93;15;stage1
seria_4;94;16;stage1
seria_4;95;10;stage1
seria_4;98;1;stage1
seria_4;99;8;stage1
seria_4;106;14;stage1
seria_4;108;10;stage1
seria_4;118;5;stage1
seria_4;123;5;stage1
seria_4;125;7;stage1
seria_4;145;9;stage1
seria_4;148;7;stage1
seria_4;160;1;stage1
seria_4;181;8;stage1
seria_4;9;2;stage1
seria_4;20;9;stage1
seria_4;21;3;stage1
seria_4;21;7;stage1
seria_4;73;12;stage1
seria_4;103;7;stage1
seria_4;110;7;stage1
seria_4;110;9;stage1
seria_4;114;5;stage1
seria_4;122;10;stage1
seria_4;125;15;stage1
seria_4;144;9;stage1
seria_4;174;10;stage1
seria_4;175;5;stage1
seria_4;183;6;stage1
seria_4;184;15;stage1
seria_4;6;7;stage1
seria_5;20;11;stage1
seria_5;1;11;stage1
seria_5;143;2;stage1
seria_5;9;5;stage1
seria_5;14;5;stage1
seria_5;15;6;stage1
seria_5;41;6;stage1
seria_5;44;7;stage1
seria_5;47;7;stage1
seria_5;54;12;stage1
seria_5;61;10;stage1
seria_5;62;10;stage1
seria_5;66;13;stage1
seria_5;75;7;stage1
seria_5;82;8;stage1
seria_5;88;8;stage1
seria_5;92;3;stage1
seria_5;95;6;stage1
seria_5;101;8;stage1
seria_5;102;7;stage1
seria_5;105;9;stage1
seria_5;106;9;stage1
seria_5;107;8;stage1
seria_5;139;2;stage1
seria_5;185;8;stage1
seria_5;18;5;stage1
seria_5;22;8;stage1
seria_5;51;6;stage1
seria_5;66;5;stage1
seria_5;67;6;stage1
seria_5;70;10;stage1
seria_5;71;14;stage1
seria_5;71;6;stage1
seria_5;3;10;stage1
seria_5;6;7;stage1
seria_5;16;8;stage1
seria_5;23;10;stage1
seria_5;51;14;stage1
seria_5;64;12;stage1
seria_5;67;10;stage1
seria_5;72;2;stage1
seria_5;76;2;stage1
seria_5;91;13;stage1
seria_5;93;11;stage1
seria_5;115;11;stage1
seria_5;132;3;stage1
seria_5;154;7;stage1
seria_5;157;9;stage1
seria_5;161;13;stage1
seria_5;166;1;stage1
seria_5;173;4;stage1
seria_5;179;8;stage1
seria_5;61;12;stage1
seria_5;62;7;stage1
seria_5;72;4;stage1
seria_5;73;5;stage1
seria_5;74;14;stage1
seria_5;75;13;stage1
seria_5;81;15;stage1
seria_5;82;16;stage1
seria_5;87;15;stage1
seria_5;90;14;stage1
seria_5;102;13;stage1
seria_5;132;18;stage1
seria_5;133;18;stage1
seria_5;137;4;stage1
seria_5;142;2;stage1
seria_5;147;10;stage1
seria_5;19;7;stage1
seria_5;20;9;stage1
seria_5;46;7;stage1
seria_5;47;8;stage1
seria_5;48;5;stage1
seria_5;49;14;stage1
seria_5;50;7;stage1
seria_5;51;7;stage1
seria_5;55;12;stage1
seria_5;64;10;stage1
seria_5;66;6;stage1
seria_5;89;8;stage1
seria_5;98;8;stage1
seria_5;102;8;stage1
seria_5;104;13;stage1
seria_5;113;9;stage1
seria_5;156;12;stage1
seria_5;170;9;stage1
seria_5;172;7;stage1
seria_5;184;8;stage1
seria_5;128;11;stage1
seria_5;145;14;stage1
seria_5;7;15;stage1
seria_5;10;4;stage1
seria_5;12;7;stage1
seria_5;71;8;stage1
seria_5;76;8;stage1
seria_5;95;10;stage1
seria_5;110;9;stage1
seria_5;126;1;stage1
seria_5;143;11;stage1
seria_5;145;15;stage1
seria_5;149;11;stage1
seria_5;156;15;stage1
seria_5;160;12;stage1
seria_5;163;14;stage1
seria_5;165;13;stage1
seria_5;168;3;stage1
seria_5;169;5;stage1
seria_5;183;6;stage1
seria_5;28;10;stage1
seria_5;56;11;stage1
seria_5;111;10;stage1
seria_5;111;6;stage1
seria_5;128;12;stage1
seria_5;129;11;stage1
seria_5;130;10;stage1
seria_5;131;10;stage1
seria_5;134;8;stage1
seria_5;137;5;stage1
seria_5;153;10;stage1
seria_5;156;11;stage1
seria_5;158;8;stage1
seria_5;164;5;stage1
seria_5;165;5;stage1
seria_5;167;10;stage1
seria_5;176;8;stage1
seria_5;178;10;stage1
seria_5;181;11;stage1
seria_5;185;6;stage1
seria_5;186;12;stage1
seria_5;187;12;stage1
seria_5;20;7;stage1
seria_5;22;9;stage1
seria_5;42;2;stage1
seria_5;45;7;stage1
seria_5;63;11;stage1
seria_5;63;2;stage1
seria_5;64;11;stage1
seria_5;65;9;stage1
seria_5;69;11;stage1
seria_5;71;4;stage1
seria_5;71;5;stage1
seria_5;72;6;stage1
seria_5;81;10;stage1
seria_5;82;11;stage1
seria_5;83;5;stage1
seria_5;88;10;stage1
seria_5;96;2;stage1
seria_5;107;3;stage1
seria_5;108;4;stage1
seria_5;111;11;stage1
seria_5;119;5;stage1
seria_5;119;9;stage1
seria_5;120;5;stage1
seria_5;120;9;stage1
seria_5;126;10;stage1
seria_5;147;15;stage1
seria_5;148;14;stage1
seria_5;148;19;stage1
seria_5;151;15;stage1
seria_5;157;16;stage1
seria_5;158;4;stage1
seria_5;168;13;stage1
seria_5;169;11;stage1
seria_5;175;1;stage1
seria_5;185;2;stage1
seria_5;186;7;stage1
seria_5;187;2;stage1
seria_5;188;8;stage1
seria_5;6;3;stage1
seria_5;7;8;stage1
seria_5;13;11;stage1
seria_5;22;2;stage1
seria_5;36;5;stage1
seria_5;37;7;stage1
seria_5;38;5;stage1
seria_5;58;10;stage1
seria_5;63;7;stage1
seria_5;72;12;stage1
seria_5;73;4;stage1
seria_5;96;12;stage1
seria_5;96;4;stage1
seria_5;97;13;stage1
seria_5;98;15;stage1
seria_5;98;3;stage1
seria_5;11;5;stage1
seria_5;17;6;stage1
seria_5;20;10;stage1
seria_5;77;7;stage1
seria_5;84;9;stage1
seria_5;95;5;stage1
seria_5;3;12;stage1
seria_5;4;12;stage1
seria_5;36;4;stage1
seria_5;38;8;stage1
seria_5;41;8;stage1
seria_5;45;6;stage1
seria_5;97;10;stage1
seria_5;103;13;stage1
seria_5;138;4;stage1
seria_5;139;6;stage1
seria_5;140;5;stage1
seria_5;141;3;stage1
seria_5;142;7;stage1
seria_5;143;6;stage1
seria_5;144;4;stage1
seria_5;186;8;stage1
seria_5;187;8;stage1
seria_5;188;7;stage1
seria_5;189;7;stage1
seria_5;190;8;stage1
seria_5;191;8;stage1
seria_5;2;11;stage1
seria_5;5;14;stage1
seria_5;6;16;stage1
seria_5;21;11;stage1
seria_5;27;4;stage1
seria_5;42;5;stage1
seria_5;44;5;stage1
seria_5;47;6;stage1
seria_5;49;13;stage1
seria_5;51;5;stage1
seria_5;51;8;stage1
seria_5;52;5;stage1
seria_5;52;6;stage1
seria_5;54;4;stage1
seria_5;55;5;stage1
seria_5;56;5;stage1
seria_5;57;4;stage1
seria_5;58;14;stage1
seria_5;59;4;stage1
seria_5;60;14;stage1
seria_5;61;11;stage1
seria_5;62;4;stage1
seria_5;63;4;stage1
seria_5;64;4;stage1
seria_5;65;4;stage1
seria_5;69;4;stage1
seria_5;70;12;stage1
seria_5;71;3;stage1
seria_5;97;11;stage1
seria_5;98;12;stage1
seria_5;16;9;stage1
seria_5;18;8;stage1
seria_5;19;8;stage1
seria_5;40;14;stage1
seria_5;41;11;stage1
seria_5;42;8;stage1
seria_5;43;8;stage1
seria_5;44;9;stage1
seria_5;45;9;stage1
seria_5;46;10;stage1
seria_5;47;10;stage1
seria_5;48;9;stage1
seria_5;49;8;stage1
seria_5;50;9;stage1
seria_5;51;10;stage1
seria_5;52;8;stage1
seria_5;53;11;stage1
seria_5;53;7;stage1
seria_5;54;8;stage1
seria_5;55;8;stage1
seria_5;56;7;stage1
seria_5;57;6;stage1
seria_5;58;6;stage1
seria_5;59;6;stage1
seria_5;60;6;stage1
seria_5;61;6;stage1
seria_5;62;6;stage1
seria_5;63;12;stage1
seria_5;63;6;stage1
seria_5;64;6;stage1
seria_5;65;6;stage1
seria_5;66;9;stage1
seria_5;67;7;stage1
seria_5;68;9;stage1
seria_5;69;8;stage1
seria_5;89;9;stage1
seria_5;94;9;stage1
seria_5;95;11;stage1
seria_5;106;14;stage1
seria_5;110;8;stage1
seria_5;117;14;stage1
seria_5;118;13;stage1
seria_5;119;14;stage1
seria_5;120;14;stage1
seria_5;121;14;stage1
seria_5;122;16;stage1
seria_5;123;16;stage1
seria_5;124;14;stage1
seria_5;125;14;stage1
seria_5;126;15;stage1
seria_5;127;14;stage1
seria_5;128;16;stage1
seria_5;129;14;stage1
seria_5;130;13;stage1
seria_5;131;13;stage1
seria_5;151;7;stage1
seria_5;152;7;stage1
seria_5;153;8;stage1
seria_5;158;10;stage1
seria_5;160;11;stage1
seria_5;170;1;stage1
seria_5;171;1;stage1
seria_5;177;1;stage1
seria_5;178;1;stage1
seria_5;179;1;stage1
seria_5;180;1;stage1
seria_5;182;1;stage1
seria_5;183;1;stage1
seria_5;184;1;stage1
seria_5;185;1;stage1
seria_5;186;1;stage1
seria_5;188;1;stage1
seria_5;189;1;stage1
seria_5;190;1;stage1
seria_5;191;1;stage1
seria_5;4;14;stage1
seria_5;5;12;stage1
seria_5;10;17;stage1
seria_5;68;12;stage1
seria_5;72;3;stage1
seria_5;112;7;stage1
seria_5;116;9;stage1
seria_5;129;10;stage1
seria_5;165;1;stage1
seria_5;167;1;stage1
seria_5;168;1;stage1
seria_5;169;1;stage1
seria_5;181;1;stage1
seria_5;187;1;stage1
seria_5;190;17;stage1
seria_5;8;2;stage1
seria_5;9;7;stage1
seria_5;31;8;stage1
seria_5;63;13;stage1
seria_5;66;14;stage1
seria_5;73;15;stage1
seria_5;74;17;stage1
seria_5;82;5;stage1
seria_5;83;3;stage1
seria_5;84;13;stage1
seria_5;88;14;stage1
seria_5;89;6;stage1
seria_5;99;9;stage1
seria_5;109;10;stage1
seria_5;112;6;stage1
seria_5;116;7;stage1
seria_5;121;16;stage1
seria_5;122;1;stage1
seria_5;123;1;stage1
seria_5;135;9;stage1
seria_5;146;10;stage1
seria_5;148;12;stage1
seria_5;153;13;stage1
seria_5;155;5;stage1
seria_5;161;15;stage1
seria_5;165;15;stage1
seria_5;185;7;stage1
seria_5;188;16;stage1
seria_5;188;18;stage1
seria_5;189;18;stage1
seria_5;84;6;stage1
seria_5;85;2;stage1
seria_5;86;4;stage1
seria_5;87;4;stage1
seria_5;91;3;stage1
seria_5;93;3;stage1
seria_5;94;3;stage1
seria_5;97;4;stage1
seria_5;98;2;stage1
seria_5;157;11;stage1
seria_5;160;4;stage1
seria_5;2;13;stage1
seria_5;3;17;stage1
seria_5;19;12;stage1
seria_5;20;15;stage1
seria_5;21;14;stage1
seria_5;22;12;stage1
seria_5;23;14;stage1
seria_5;24;11;stage1
seria_5;25;9;stage1
seria_5;27;10;stage1
seria_5;28;11;stage1
seria_5;31;5;stage1
seria_5;32;6;stage1
seria_5;32;9;stage1
seria_5;33;5;stage1
seria_5;34;12;stage1
seria_5;35;12;stage1
seria_5;67;12;stage1
seria_5;73;7;stage1
seria_5;74;8;stage1
seria_5;96;3;stage1
seria_5;102;2;stage1
seria_5;113;6;stage1
seria_5;121;15;stage1
seria_5;127;5;stage1
seria_5;128;10;stage1
seria_5;132;2;stage1
seria_5;144;14;stage1
seria_5;145;12;stage1
seria_5;147;1;stage1
seria_5;149;2;stage1
seria_5;151;3;stage1
seria_5;154;1;stage1
seria_5;155;1;stage1
seria_5;160;6;stage1
seria_5;164;11;stage1
seria_5;167;13;stage1
seria_5;180;11;stage1
seria_5;183;13;stage1
seria_5;186;16;stage1
seria_5;27;5;stage1
seria_5;28;8;stage1
seria_5;29;4;stage1
seria_5;37;6;stage1
seria_5;40;6;stage1
seria_5;50;15;stage1
seria_5;98;6;stage1
seria_5;132;16;stage1
seria_5;133;12;stage1
seria_5;134;14;stage1
seria_5;136;14;stage1
seria_5;148;4;stage1
seria_5;151;1;stage1
seria_5;155;7;stage1
seria_5;182;10;stage1
seria_5;8;4;stage1
seria_5;8;5;stage1
seria_5;13;3;stage1
seria_5;17;8;stage1
seria_5;21;9;stage1
seria_5;26;12;stage1
seria_5;29;11;stage1
seria_5;44;6;stage1
seria_5;66;12;stage1
seria_5;74;7;stage1
seria_5;75;8;stage1
seria_5;86;9;stage1
seria_5;95;3;stage1
seria_5;97;2;stage1
seria_5;99;6;stage1
seria_5;100;6;stage1
seria_5;101;9;stage1
seria_5;111;9;stage1
seria_5;116;15;stage1
seria_5;121;8;stage1
seria_5;129;15;stage1
seria_5;158;16;stage1
seria_5;159;11;stage1
seria_5;168;9;stage1
seria_5;188;13;stage1
seria_5;189;11;stage1
seria_5;189;14;stage1
seria_5;2;7;stage1
seria_5;6;4;stage1
seria_5;18;14;stage1
seria_5;19;14;stage1
seria_5;20;16;stage1
seria_5;21;15;stage1
seria_5;22;13;stage1
seria_5;23;15;stage1
seria_5;24;10;stage1
seria_5;24;13;stage1
seria_5;25;12;stage1
seria_5;26;14;stage1
seria_5;26;15;stage1
seria_5;27;13;stage1
seria_5;28;13;stage1
seria_5;29;10;stage1
seria_5;29;12;stage1
seria_5;30;11;stage1
seria_5;31;11;stage1
seria_5;32;10;stage1
seria_5;33;11;stage1
seria_5;34;11;stage1
seria_5;35;10;stage1
seria_5;36;10;stage1
seria_5;37;11;stage1
seria_5;38;13;stage1
seria_5;39;10;stage1
seria_5;40;12;stage1
seria_5;41;15;stage1
seria_5;42;12;stage1
seria_5;43;11;stage1
seria_5;44;14;stage1
seria_5;45;13;stage1
seria_5;46;14;stage1
seria_5;47;14;stage1
seria_5;48;13;stage1
seria_5;49;12;stage1
seria_5;50;16;stage1
seria_5;55;14;stage1
seria_5;56;12;stage1
seria_5;57;12;stage1
seria_5;59;12;stage1
seria_5;61;13;stage1
seria_5;62;13;stage1
seria_5;64;13;stage1
seria_5;65;11;stage1
seria_5;98;13;stage1
seria_5;101;14;stage1
seria_5;122;6;stage1
seria_5;123;6;stage1
seria_5;130;1;stage1
seria_5;136;10;stage1
seria_5;157;6;stage1
seria_5;158;7;stage1
seria_5;189;15;stage1
seria_5;5;15;stage1
seria_5;9;2;stage1
seria_5;10;2;stage1
seria_5;11;2;stage1
seria_5;12;3;stage1
seria_5;15;3;stage1
seria_5;16;3;stage1
seria_5;17;2;stage1
seria_5;18;2;stage1
seria_5;19;3;stage1
seria_5;20;3;stage1
seria_5;21;3;stage1
seria_5;22;3;stage1
seria_5;23;2;stage1
seria_5;24;2;stage1
seria_5;25;2;stage1
seria_5;26;2;stage1
seria_5;27;2;stage1
seria_5;28;2;stage1
seria_5;29;2;stage1
seria_5;30;2;stage1
seria_5;31;2;stage1
seria_5;32;2;stage1
seria_5;33;2;stage1
seria_5;34;2;stage1
seria_5;34;5;stage1
seria_5;35;2;stage1
seria_5;35;7;stage1
seria_5;36;2;stage1
seria_5;36;6;stage1
seria_5;37;2;stage1
seria_5;38;2;stage1
seria_5;39;2;stage1
seria_5;40;2;stage1
seria_5;41;2;stage1
seria_5;41;9;stage1
seria_5;43;2;stage1
seria_5;44;2;stage1
seria_5;45;2;stage1
seria_5;46;2;stage1
seria_5;47;2;stage1
seria_5;48;3;stage1
seria_5;49;3;stage1
seria_5;50;3;stage1
seria_5;51;2;stage1
seria_5;52;2;stage1
seria_5;53;2;stage1
seria_5;54;2;stage1
seria_5;55;2;stage1
seria_5;56;2;stage1
seria_5;57;2;stage1
seria_5;58;2;stage1
seria_5;59;2;stage1
seria_5;60;2;stage1
seria_5;61;2;stage1
seria_5;62;2;stage1
seria_5;64;2;stage1
seria_5;65;2;stage1
seria_5;66;2;stage1
seria_5;67;2;stage1
seria_5;70;2;stage1
seria_5;89;10;stage1
seria_5;110;6;stage1
seria_5;114;6;stage1
seria_5;118;8;stage1
seria_5;153;17;stage1
seria_5;154;18;stage1
seria_5;155;12;stage1
seria_5;163;17;stage1
seria_5;166;5;stage1
seria_5;175;7;stage1
seria_5;176;1;stage1
